"Total Asset","Cash","Total Debt in Current Liabilities","Total Long-Term Debt","Earnings Before Interest","Gross Profit (Loss)","Total Liabilities","Retained Earnings","Total debt/total asset","Total asset/Total libiilities","EBTI/total asset","Gross Profit/Revenue","EBTI/REV","Sales/Turnover (Net)","Total Stockholders Equity","Total Interest and Related Expense","Market Value - Total - Fiscal","Total Inventories","Total Revenue","Operating Activities - Net Cash Flow","Financing Activities - Net Cash Flow","Net Cash Flow","Rating level","Debt-to-Equity Ratio","Total Current Asset","Working Capital Ratio","Debt Service Coverage Ratio","Gross Profit Margin"
1094.995,90.58,10.846,602.097,94.672,94.672,817.259,-2621.568,0.549862785,1.339838411,0.086458842,0.161119422,0.161119422,587.589,277.736,43.891,525.5726,48.882,587.589,79.137,45.829,124.966,"High Risk",-2.089772301754184,139.462,0.2358761338247208,0.1544548188004431,16.111942190885124
3970.531,151.901,0,1457.222,187.959,277.606,2066.063,-137.99,0.36700935,1.921786025,0.047338505,0.552844719,0.374315182,502.141,1904.468,92.765,1486.6183,0,502.141,412.987,699.803,1112.79,"High Risk",-0.76515961412846,151.90099999999984,0.10424012264431902,0.1289844649614129,55.284471891361186
643.041,14.729,0,294.616,95.313,158.65,342.275,29.384,0.458160522,1.87872617,0.148222275,0.376231378,0.226030516,421.682,300.766,16.432,728.955,27.08,421.682,83.588,-72.856,10.732,"Moderate Risk",-0.9795522100237393,41.80899999999997,0.14191014744616712,0.3235160344312597,37.6231378147514
3845.2,101.6,0,2251.7,388.6,646.9,2632.6,-723.1,0.585587226,1.460609284,0.101061063,0.427335183,0.256704981,1513.8,1212.6,114.8,3003.808,0,1513.8,293.1,-148.6,144.5,"Moderate Risk",-1.8569190169882897,101.59999999999991,0.045121463782919535,0.17258071679175735,42.7335182983221
4644.41,2.433,12.507,1201.305,372.152,372.152,2802.855,90.645,0.258656105,1.65702828,0.080129015,0.240456111,0.240456111,1547.692,1841.555,47.17,2621.834,175.478,1547.692,394.207,-109.397,284.81,"Low Risk",-0.6387487748125904,177.91100000000006,0.14965620736239466,0.30659772683084363,24.045611142268616
1200.263,146.638,3.509,353.409,135.75,539.26,553.19,41.595,0.294442968,2.169712034,0.113100212,0.450956043,0.113520904,1195.815,647.073,30.288,870.0566,15.744,1195.815,115.319,206.308,321.627,"High Risk",-0.5353198170840074,162.38200000000006,0.4640811660474423,0.38033946172510213,45.09560425316625
832.966,40.832,21.826,367.847,106.358,106.358,847.364,-32.545,0.441611062,0.983008483,0.127685884,0.063580062,0.063580062,1672.82,-14.398,25.972,241.8959,13.688,1672.82,62.924,32.238,95.162,"High Risk",22.516668981803026,54.51999999999998,0.157562691281743,0.2729416716067061,6.358006240958382
4884,651,7,1286,440,1895,3075,-10796,0.263308763,1.588292683,0.09009009,0.610699323,0.14179826,3103,1809,77,1661.4901,35,3103,154,-236,-82,"Moderate Risk",-0.703150912106136,686,0.5363565285379203,0.3402938901778809,61.06993232355785
1703.63,6.164,0,376.617,104.463,125.646,716.947,-111.959,0.221067368,2.376228647,0.061317892,0.255179403,0.212158015,492.383,986.683,32.942,446.4781,1.578,492.383,178.835,-92.543,86.292,"High Risk",-0.3817001002348272,7.741999999999962,0.020556692873662,0.2773719720564924,25.517940302569343
2985.844,86.709,17.514,1694.585,362.836,538.979,2239.332,-302.154,0.567539697,1.3333637,0.12151874,0.523293792,0.352276854,1029.974,746.512,86.614,1691.7502,0,1029.974,290.495,-258.571,31.924,"Moderate Risk",-2.2230814775917875,86.70899999999983,0.05170264109271452,0.21192466089869805,52.32937918821252
1821.289,59.327,5,590.068,137.15,637.445,1254.718,64.193,0.323983728,1.45155246,0.07530381,0.160525865,0.034538074,3970.98,566.571,32.687,1343.7159,234.289,3970.98,145.391,3.705,149.096,"High Risk",-1.0238222570516315,293.616,0.5018493576815003,0.23047786135366044,16.05258651516754
1516.933,2.431,0,652.788,118.808,118.808,696.192,7.643,0.430334102,2.178900361,0.078321192,0.685107978,0.685107978,173.415,820.741,22.01,878.5401,0,173.415,-183.506,183.524,0.018,"Moderate Risk",-0.7953641891900125,2.43100000000004,0.0037240267897082056,0.18200089462428845,68.51079779719171
493.318,29.216,2.809,286.709,109.788,253.185,463.69,-88.568,0.581184956,1.063896138,0.22255016,0.338215394,0.146659524,748.591,29.628,13.941,1521.3079,149.786,748.591,68.704,-15.351,53.353,"High Risk",-9.487343053867962,179.002,0.6305107432194436,0.3792095828238658,33.82153939868366
2527.2,71.4,134.8,1028.5,449,1132.8,1894.1,577.4,0.406972143,1.334248456,0.177666983,0.374479339,0.148429752,3025,633.1,50.9,3734.348,407.6,3025,246.9,278.9,525.8,"Moderate Risk",-1.1987047859737798,479,0.5359740405057626,0.3859709447262099,37.44793388429752
2521.998,169.971,61.123,1403.285,185.386,379.197,1757.191,453.868,0.556417967,1.435244091,0.073507592,1,0.488890999,379.197,694.905,86.233,331.8082,0,379.197,190.241,9.886,200.127,"High Risk",-1.8434735683294838,169.971,0.1266397051920707,0.12659450098606398,100
3508,483,0,1099,564,1691,2206,135,0.313283922,1.590208522,0.160775371,0.592086835,0.197478992,2856,1302,46,5610.0703,487,2856,376,-19,357,"Moderate Risk",-0.8440860215053764,970,0.8826205641492265,0.5131938125568699,59.20868347338936
2887.3,77.1,125.4,1525.4,350.7,1119.3,2241.4,53.4,0.528313649,1.288168109,0.121462958,0.380197011,0.119123641,2944,645.9,111,1205.5481,249.4,2944,254.6,-160.1,94.5,"High Risk",-1.9733704907880476,326.5,0.2332142857142857,0.2124424521444148,38.01970108695652
12195,1338,187,6777,1127,2622,9962,-7183,0.555719557,1.224151777,0.092414924,0.563386334,0.242157284,4654,2233,696,1144.05,21,4654,113,-248,-135,"High Risk",-2.8674429019256604,1359,0.2062215477996965,0.1618322802986789,56.3386334336055
1479.352,9.188,206.711,707.75,-4.173,16.449,1103.205,182.628,0.478418929,1.340958389,-0.00282083,0.127807865,-0.03242399,128.701,376.147,62.172,544.5283,67.54,128.701,-64.745,175.718,110.973,"High Risk",-0.7824813171446269,76.72800000000007,0.15313777969379644,-0.004563343871417152,12.780786474075573
1288.477,101.303,8.226,859.693,242.292,289.954,1305.616,-87.781,0.667216411,0.986872863,0.188045266,0.308008209,0.257378498,941.384,-17.139,38.15,419.7169,125.409,941.384,201.658,-88.908,112.75,"Moderate Risk",49.20012836221483,226.712,0.26626046576085743,0.279164299894345,30.800820918987366
1590.25,61.458,0.47,741.038,162.781,443.212,2007.852,-520.733,0.465988367,0.792015547,0.102361893,0.334182843,0.122737239,1326.256,-487.073,57.903,1085.7828,0,1326.256,162.805,-190.02,-27.215,"High Risk",1.5194806527974245,61.458000000000084,0.08298765272061456,0.21952696397071914,33.41828425281393
5919.824,2.812,32.481,3277.866,-4512.135,-4367.571,4670.912,-1058.954,0.553710043,1.26738076,-0.762207626,-3.51189159,-3.628133111,1243.652,1248.912,191.414,709.8644,0,1243.652,864.304,-334.46,529.844,"Moderate Risk",-2.5725623582766435,2.811999999999898,0.0008664611440552965,-1.3630398867550744,-351.18915902519353
2781.035,11.941,100.911,1750.226,-228.343,-183.346,2232.341,-1188.99,0.629343392,1.245793093,-0.082107201,-0.437394138,-0.544739943,419.178,548.694,114.063,650.0174,0,419.178,84.273,525.728,610.001,"High Risk",-2.8219809219710807,11.940999999999804,0.007239975383719789,-0.12335283666200825,-43.73941380511382
84135,12325,842,23502,4233,4233,71531,3252,0.27933678,1.176203324,0.050311999,0.310792952,0.310792952,13620,12604,528,25356.7095,0,13620,6184,5116,11300,"Moderate Risk",-1.7310377657886384,12325,0.543909973521624,0.1738826815642458,31.079295154185022
4878.69,444.759,0,2180.51,327.423,464.199,2757.481,-230.912,0.446945799,1.769256071,0.067112893,0.298400513,0.210476953,1555.624,2121.209,138.904,1602.2286,24.245,1555.624,517.016,-84.044,432.972,"Moderate Risk",-1.0279562268498768,469.0039999999999,0.21508913052451026,0.15015890777845547,29.840051323456052
8228.223,626.595,2052.211,2550.175,267.982,267.982,5112.243,-81.693,0.309930224,1.60951328,0.032568636,0.570774388,0.570774388,469.506,2940.269,190.205,1001.5315,0,469.506,124.26,3208.593,3332.853,"High Risk",0.5286070764273607,626.5950000000003,1.2583138540135426,0.05822675455731006,57.07743883997224
113481,6877,3897,21457,13730,31788,53774,16106,0.18908011,2.110332131,0.120989417,0.646610118,0.279286426,49161,59707,566,144515.7,1627,49161,12552,-2313,10239,"Low Risk",-0.22883414005058034,8504,0.48428246013667425,0.5415319081801688,64.6610117776286
7670.1,491.3,394.9,3282,975,1790.3,5590.9,-3483.5,0.427895334,1.371890036,0.127116987,0.661848429,0.360443623,2705,2079.2,205.5,11054.0294,283.1,2705,786.1,-936.7,-150.6,"Moderate Risk",-1.1986340900346286,774.3999999999996,0.2682276332652141,0.2651690282574995,66.18484288354898
2000.2,129.5,0,578.1,221.4,584.6,944.9,-462.2,0.289021098,2.116837761,0.110688931,0.371316057,0.140625,1574.4,1055.3,34.1,1556.7055,303.2,1574.4,97.6,-50.6,47,"Moderate Risk",-0.5478063110016109,432.70000000000005,0.7484864210344232,0.3829787234042553,37.13160569105691
7053,12,100,5974,-3979,-3656,7969,-5698,0.847015454,0.885054587,-0.564157096,-1.521431544,-1.655846858,2403,-916,326,904.4594,58,2403,403,352,755,"Moderate Risk",6.3034934497816595,70,0.01191692202928158,-0.6550872571616727,-152.14315439034542
3140.9,154.1,0,2034.1,586.6,1187.7,3085.4,1086.1,0.647616925,1.017987943,0.186761756,0.435118699,0.214903283,2729.6,55.5,94.8,4372.584,1091.9,2729.6,310.8,-359.8,-49,"Moderate Risk",-36.65045045045045,1246,0.6125559215377808,0.2883830686790227,43.51186987104338
5612.4,188.1,93.4,3057.4,557.1,1799.1,4795.7,-1409.4,0.544758036,1.170298392,0.099262348,0.200305061,0.062025429,8981.8,816.7,210.2,2347.38,803.4,8981.8,356,-19.8,336.2,"High Risk",-3.514876943798212,991.5,0.33451417004048584,0.1768122381617367,20.030506134627803
2518.5,408.2,13,971.1,437.6,866.8,1734.4,132.8,0.385586659,1.452087177,0.173754219,0.420063,0.212066877,2063.5,784.1,28.8,8647.596,0,2063.5,267.9,-199.9,68,"Moderate Risk",-1.2053309526846065,408.1999999999998,0.42605156037991837,0.44467025708769436,42.00629997576932
1325.008,78.278,4.524,861.713,128.397,273.001,1054.341,99.77,0.650345507,1.256716755,0.096902811,0.37928184,0.178382681,719.784,270.667,61.758,514.998,11.742,719.784,56.715,92.713,149.428,"High Risk",-3.150236268181936,90.01999999999998,0.10501767988156636,0.14822386944912305,37.928184010758784
2929,155,74,2387,511,948,3252,-3060,0.814953909,0.900676507,0.174462274,0.426834759,0.230076542,2221,-323,152,1594.8399,0,2221,262,-78,184,"High Risk",6.931888544891641,155,0.06701253782965845,0.20763917106867127,42.683475911751465
3177.185,168.156,15.193,1869.235,495.614,745.31,2538.15,-220.169,0.58833055,1.25177196,0.155991546,0.24458406,0.162642772,3047.255,639.035,109.155,1244.6624,186.848,3047.255,329.797,-86.03,243.767,"Moderate Risk",-2.8775403538147364,355.0039999999999,0.19147570551260432,0.26300500735501703,24.458406008030174
5387.1,21.5,17.4,1145.1,859.6,859.6,2508.6,2064.9,0.212563346,2.147452762,0.159566372,0.070321831,0.070321831,12223.8,2657.2,56.2,8782.4671,824.2,12223.8,684.7,-439.7,245,"Moderate Risk",-0.4178458527773595,845.6999999999998,0.7499334929502527,0.7394408602150537,7.03218311817929
3680.7,116,118.3,611.4,376.5,1332.9,1460.1,981.4,0.166109707,2.520854736,0.102290325,0.581950751,0.164381767,2290.4,2220.6,25.6,5377.515,261.1,2290.4,354.9,-202.8,152.1,"Moderate Risk",-0.16878321174457353,377.0999999999999,0.764753599675522,0.5159654652596958,58.195075096053095
1195.85,134.006,0,1249.33,-663.299,-638.011,1367.108,-680.7,1.044721328,0.874729721,-0.554667391,-2.527557028,-2.62773847,252.422,-171.258,119.492,89.2364,1.198,252.422,30.086,263.574,293.66,"High Risk",7.295016875124081,135.20399999999995,0.10822120656671973,-0.5309237751434769,-252.75570275174113
1893.878,465.995,12.284,222.909,156.502,268.246,571.974,691.889,0.117699767,3.31112603,0.082635735,0.105572376,0.061593791,2540.873,1321.904,2.996,1037.1793,411.986,2540.873,146.804,159.637,306.441,"Moderate Risk",-0.1500419092460572,877.981,4.168455786350148,0.6654194640146603,10.557237610852647
4259,94,24,2462,365,451,3619,-177,0.578069969,1.176844432,0.085700869,0.274164134,0.221884498,1645,640,134,2029.19,17,1645,247,208,455,"Moderate Risk",-3.771875,111,0.04552912223133716,0.14682220434432824,27.41641337386018
26861,184,229,16822,2597,2863,22185,2062,0.626261122,1.210773045,0.096682923,0.147296393,0.133611154,19437,4105,1004,2991.4432,580,19437,921,-195,726,"High Risk",-3.9863580998781973,764,0.04604351232447418,0.1523077825347487,14.729639347635953
8102.349,175.309,40.528,4712.515,2222.97,5596.95,9803.739,-1668.256,0.581623305,0.826454988,0.274361176,0.549402494,0.218209071,10187.34,-1701.39,153.007,21951.5374,3421.635,10187.34,1525.123,-896.702,628.421,"Moderate Risk",2.722161879404487,3596.9440000000004,0.7698959778783632,0.4676940646234422,54.94024936833364
438.416,84.933,7.912,178.408,-31.107,74.295,326.376,-774.312,0.406937703,1.343285045,-0.070953159,0.335397922,-0.140429681,221.513,112.04,18.753,80.7677,32.721,221.513,-16.524,-9.513,-26.037,"High Risk",-1.451124598357729,117.654,0.6900689752252253,-0.16695470158866466,33.53979224695616
9190,755,45,3116,18,433,6753,-979,0.3390642,1.360876647,0.001958651,0.037411439,0.00155521,11574,2437,253,1167.3224,2074,11574,359,-407,-48,"Moderate Risk",-1.2416906032006565,2829,0.9211983067404754,0.005694400506168934,3.7411439433212372
757.021,86.954,0,258,131.729,183.612,325.639,565.194,0.340809568,2.324724618,0.174009704,0.260589666,0.186955189,704.602,431.382,16.887,1056.8735,93.458,704.602,92.749,9.127,101.876,"Moderate Risk",-0.5980778057498922,180.41200000000003,0.6992713178294575,0.510577519379845,26.058966622291734
36850,1262,2529,18278,3731,3927,30141,-3740,0.496010855,1.222587174,0.101248304,0.264159828,0.25097538,14866,6171,1590,6381.3621,675,14866,2113,28,2141,"Moderate Risk",-2.142278398962891,1937,0.12299193599593625,0.17931465372230498,26.415982779496836
1250.1,72.5,0.1,197.9,186,276.5,475.7,-15.8,0.158307335,2.627916754,0.148788097,0.198649328,0.13363029,1391.9,774.4,25.9,1510.3976,219.6,1391.9,158.8,-284.4,-125.6,"Moderate Risk",-0.25529442148760334,292.1,1.4767441860465116,0.9393939393939394,19.864932825634025
1855.744,181.109,65.737,284.207,-138.705,517.257,541.469,-743.293,0.153149896,3.427239602,-0.074743607,0.823218506,-0.220750078,628.335,1314.275,13.247,11962.6454,38.411,628.335,-40.36,40.891,0.531,"Moderate Risk",-0.11621083867531529,219.51999999999998,1.0048061518743991,-0.39636341814690357,82.3218506051708
5040,192,0,3012,545,1716,4147,1329,0.597619048,1.215336388,0.108134921,0.470136986,0.149315068,3650,893,193,3633.0833,397,3650,110,-149,-39,"Moderate Risk",-3.3729003359462486,589,0.19555112881806108,0.1809428950863214,47.013698630136986
1376.008,1.089,10.129,421.58,76.657,376.958,747.076,2.302,0.306379033,1.841858124,0.055709705,0.239073383,0.048617215,1576.746,628.932,27.552,1093.775,266.488,1576.746,0.743,72.16,72.903,"High Risk",-0.6381007803705327,267.577,0.650325312127082,0.17756636993900984,23.907338277693427
19504.8,1308,4.8,6521.5,5615.3,9741.2,10129.9,11984.4,0.334353595,1.925468168,0.287893237,0.904996377,0.521683792,10763.8,9374.9,105.9,66968.11,893.4,10763.8,3716.1,986.4,4702.5,"Low Risk",-0.6946100758408089,2201.4000000000015,0.33780901376463573,0.8604109526071434,90.49963767442726
10059.343,15.509,0,249.346,150.662,150.662,8794.682,1279.65,0.024787504,1.143798377,0.01497732,0.139700537,0.139700537,1078.464,1264.661,13.122,1345.9799,0,1078.464,207.043,212.64,419.683,"Moderate Risk",-0.19716429936560073,15.509000000000015,0.062198711830147725,0.6042286621802636,13.970053706011514
950.126,178.853,38.417,277.216,219.454,320.182,510.315,-113.407,0.291767618,1.861842196,0.230973576,0.157920462,0.108239305,2027.489,439.811,19.548,768.1219,166.982,2027.489,131.795,-91.411,40.384,"Moderate Risk",-0.4556093412852339,345.83500000000004,1.4482263326060831,0.6952821789863544,15.792046220719325
19720.6,785.6,64.6,5246.9,1345.7,2274.8,9057.8,2040.7,0.266061885,2.177195345,0.068238289,0.494102826,0.292295662,4603.9,10662.8,123.4,27040.629,838.9,4603.9,1198.3,1523.9,2722.2,"Moderate Risk",-0.47995835990546565,1624.5,0.31347085271018665,0.2533559258213311,49.41028258650276
51839,12851,983,21195,23254,29620,32724,18089,0.408862054,1.584127857,0.448581184,0.907503294,0.712460553,32639,19115,688,143892.18,1955,32639,20329,-4963,15366,"Low Risk",-1.005963902694219,14806,0.7325351276469424,1.0485165479303815,90.75032936058089
10168.365,778.511,6.805,3264.417,1240.603,2371.431,4869.418,3897.751,0.321036568,2.088209515,0.122006144,0.661968041,0.346305474,3582.395,5298.947,84.225,19144.1173,189.868,3582.395,928.825,996.242,1925.067,"Moderate Risk",-0.6134816974013894,968.378999999999,0.2972665252952159,0.37924757170256257,66.19680409335096
487.262,17.615,5.702,147.134,117.25,209.892,270.534,-153.895,0.301960752,1.801111875,0.240630297,0.264712003,0.147873584,792.907,216.728,5.104,792.018,115.816,792.907,102.268,-31.238,71.03,"Moderate Risk",-0.6262688715809678,133.43099999999998,0.9434286441540811,0.7671621869193123,26.47120027947792
63848,2155,198,23594,7664,12456,40200,-78827,0.369533893,1.588258706,0.120035083,0.442990255,0.272565616,28118,23619,1382,51412.65,1753,28118,3843,-3313,530,"Moderate Risk",-0.982175367289047,3908,0.16703710035903574,0.3221250840618695,44.29902553524433
990.194,76.021,59.801,305.401,35.29,51.91,619.854,-90.162,0.30842542,1.597463274,0.035639481,0.178769449,0.12153292,290.374,370.34,27.45,107.5774,40.621,290.374,51.695,-30.642,21.053,"High Risk",-0.5016984392720204,116.64200000000005,0.47492671009772003,0.09663145327791195,17.876944905535616
9942.364,81.692,2017.026,1196.928,1408.382,2827.971,5059.549,3309.139,0.120386661,1.965069219,0.141654641,0.350362253,0.174486899,8071.563,4860.863,78.177,14001.4133,1607.256,8071.563,911.873,964.083,1875.956,"Moderate Risk",0.5836667274926283,1688.9480000000003,-2.059446553948431,0.438208512007328,35.03622532587555
18319,147,256,8975,3564,4816,13413,7633,0.48992849,1.365764557,0.194552104,0.446919079,0.330734967,10776,4793,194,29171.6096,531,10776,2682,-1297,1385,"Low Risk",-1.7656999791362404,678,0.07776121114806744,0.38609034774130646,44.69190794357832
1079.729,99.662,0.513,444.147,139.234,426.074,807.753,-362.013,0.411350441,1.336706889,0.128952728,0.272479317,0.089041775,1563.693,271.976,28.76,774.8977,157.828,1563.693,105.04,196.004,301.044,"High Risk",-1.6292650822131367,257.49,0.580410879238291,0.3131246345522422,27.247931659219553
34362,429,856,18737,2688,4752,30625,-12251,0.54528258,1.12202449,0.078225947,0.414985591,0.234739324,11451,3660,1537,14405.2321,139,11451,795,-16,779,"High Risk",-4.651639344262295,568,0.03176556121022314,0.13719185423365488,41.4985590778098
6501.3,426.7,306.2,928.8,643.5,1778,3618,2535.8,0.142863735,1.796932007,0.098980204,0.238104804,0.086175726,7467.3,2883.3,64.1,3804.3629,1423.4,7467.3,524.2,-153.4,370.8,"Moderate Risk",-0.10973537266326774,1850.1000000000004,2.9715708319948613,0.5210526315789473,23.810480361040803
18133,319,3,5674,1941,5510,11813,-8839,0.312910164,1.535003809,0.107042409,0.736926575,0.259596095,7477,6320,235,24832.1891,1016,7477,600,1322,1922,"Moderate Risk",-0.8968354430379747,1335,0.23540821724563568,0.34190593623392634,73.69265748294771
3389.4,6.3,489.7,1594.9,556.2,556.2,2461.3,827.1,0.470555261,1.377077154,0.164099841,0.67393675,0.67393675,825.3,928.1,76,4308.8647,0,825.3,404.2,235.2,639.4,"Moderate Risk",-0.6631828466760047,6.300000000000182,0.0057003257328991875,0.2668137772234482,67.39367502726282
11151,1383.8,1026.5,2785,1165.1,2351.1,5255.6,3291,0.249753385,2.121736814,0.104483903,0.216961196,0.107516264,10836.5,5895.4,169.2,10823.4759,8438,10836.5,700.4,117,817.4,"Moderate Risk",-0.12416460291074398,9821.8,5.585328404890531,0.3056801784074511,21.696119595810455
2466.7,79.7,154.9,923.7,212.1,551.5,2205.6,-313,0.374467913,1.118380486,0.085985325,0.130529455,0.050199995,4225.1,242.9,94.7,656.8344,807.8,4225.1,198.9,-259.3,-60.4,"High Risk",-2.527377521613833,887.5,1.1543964620187304,0.1966437975152976,13.05294549241438
12446.1,1530.1,0,2347.5,4256.9,5441.7,6626.3,5775.4,0.188613301,1.878288034,0.34202682,0.283973553,0.222145105,19162.7,5819.8,74.1,84413.084,1306.4,19162.7,3749.1,-2256.5,1492.6,"Low Risk",-0.4033643767827073,2836.5,1.2083067092651758,1.8133759318423854,28.39735527874464
11539,505,83,7206,896,1024,8620,-667,0.624490857,1.33863109,0.07764971,0.264599483,0.231524548,3870,2919,558,1566.4868,597,3870,94,-265,-171,"High Risk",-2.411784857828023,1102,0.15471009406149094,0.12292495541226506,26.459948320413435
4914.244,564.017,29.957,1588.263,398.045,908.753,2703.432,-453.856,0.323195796,1.81777977,0.080998217,0.327529901,0.143462128,2774.565,2210.812,99.018,2032.1111,148.761,2774.565,632.612,-68.859,563.753,"Moderate Risk",-0.6913066330379968,712.7780000000002,0.457405670003196,0.24597706121540952,32.752990108359334
1134.754,47.584,0.291,399.848,132.41,521.755,628.374,116.151,0.352365358,1.805857658,0.116686084,0.316073972,0.080212657,1650.737,506.38,38.427,798.2333,335.946,1650.737,87.449,-68.37,19.079,"Moderate Risk",-0.7884711086535804,383.53,0.9598880760442189,0.3309100087719517,31.607397180774406
1767.307,23.869,0,755.508,220.27,678.745,982.513,241.405,0.427491092,1.79876195,0.124635957,0.328688799,0.106667868,2065.008,784.794,25.044,2383.4738,0,2065.008,117.493,337.659,455.152,"Moderate Risk",-0.9626832009419033,23.868999999999915,0.03159331204964066,0.29155217416625634,32.86887992685743
12012.3,1073.4,1017.5,3750.8,907,907,7678.2,1304.3,0.312246614,1.564468235,0.07550594,0.32517119,0.32517119,2789.3,4334.1,205.3,6363.8883,314.3,2789.3,674.2,221.1,895.3,"Moderate Risk",-0.3958838051729309,1387.7000000000007,0.5077013134306518,0.19021454187026823,32.517118990427704
2980,229.4,9.6,1255.3,353.1,559,2042.3,1111.8,0.421241611,1.459139206,0.118489933,0.310970182,0.196428571,1797.6,937.7,63.1,1595.1942,194.9,1797.6,270,-183.8,86.2,"Moderate Risk",-1.3182254452383493,424.3000000000002,0.3406117042626637,0.27915250217408494,31.097018246550956
379.319,148.013,0,347.008,-213.97,-193.193,542.386,-453.516,0.914818398,0.699352491,-0.564089856,-1.665902095,-1.845062042,115.969,-163.067,38.437,32.8205,0,115.969,30.105,-81.432,-51.327,"High Risk",2.128008732606842,148.013,0.426540598487643,-0.6166140261895979,-166.59020945252612
5642.1,46.898,0,1219.454,706.328,706.328,3145.169,673.265,0.216134773,1.793894064,0.125188848,0.59193482,0.59193482,1193.253,2496.931,91.102,2770.0161,0,1193.253,13.755,0.601,14.356,"High Risk",-0.4883811366833925,46.89800000000014,0.03845819522507626,0.5792166002161623,59.1934820193203
5621.643,0.018,0,2517.97,-120.293,129.119,3769.242,1546.113,0.447906422,1.491451862,-0.021398193,0.085287073,-0.079457229,1513.934,1852.401,153.2,1338.3742,0,1513.934,978.352,166.185,1144.537,"Moderate Risk",-1.3593007129665768,0.018000000000029104,0.000007148615750000637,-0.04777380191185757,8.528707328060536
3185.419,530.009,35.531,1034.859,149.52,306.131,1794.48,1121,0.324873745,1.775120926,0.04693888,0.290244194,0.141760592,1054.736,1390.939,61.797,901.6668,24.768,1054.736,171.157,85.166,256.323,"High Risk",-0.6929110478604741,554.777,0.5551500608408851,0.13968740365661117,29.024419380773953
5209.95,1481.447,40,1748.213,380.34,2452.772,2963.734,179.291,0.33555274,1.757900675,0.07300262,0.759152852,0.117718319,3230.933,2215.825,73.636,4986.2518,0,3230.933,349.253,734.808,1084.061,"Moderate Risk",-0.7528631548069004,1481.4470000000001,0.8672495760189157,0.21269278324226476,75.91528515137888
3334.734,112.974,0.179,946.084,-996.2,-954.233,1295.897,-786.548,0.283705987,2.573301736,-0.298734472,-1.345904738,-1.405097392,708.99,2038.837,64.801,2661.4715,0,708.99,322.179,1222.708,1544.887,"High Risk",-0.4638556196498298,112.97400000000016,0.11943482696465307,-1.052772854903975,-134.59047377254967
5464.323,288.189,0,589.395,-1126.03,-1024.195,1542.887,-1604.445,0.107862401,3.541622296,-0.206069444,-1.186383055,-1.304344301,863.292,3921.436,45.543,2125.6349,175.626,863.292,221.758,-39.216,182.542,"Moderate Risk",-0.1503008081733324,463.8150000000005,0.7869340595016933,-1.9104844798479796,-118.63830546327314
30743,427,369,4530,1259.5,1259.5,15677,1397,0.147350616,1.961025706,0.040968676,0.288413098,0.288413098,4367,15066,280,11860.416,405,4367,1361,102,1463,"Moderate Risk",-0.2516925527678216,832,0.19995193463109828,0.2570932843437436,28.84130982367758
135840.7,1096,2432.8,40293.4,6874.7,11819.8,59251.4,3153.4,0.296622441,2.292615871,0.050608544,0.784274434,0.456154203,15071,76589.3,1193.3,123281.25,1009.7,15071,4530,33443.4,37973.4,"Moderate Risk",-0.4625685311133539,2105.7000000000116,0.05561718514762079,0.16090127369155224,78.42744343441045
4968,808,0,500,1088,3686,2636,5997,0.100644122,1.884673748,0.21900161,0.879293893,0.259541985,4192,2332,27,29372.9636,0,4192,1504,-1337,167,"Moderate Risk",-0.2144082332761578,808,1.616,2.176,87.92938931297711
3493.264,412.253,113.416,423.949,309.998,582.369,1972.793,-4240.558,0.121361855,1.770719989,0.088741647,0.091358578,0.048630639,6374.541,1520.471,25.011,1668.0995,918.728,6374.541,174.896,-126.761,48.135,"Moderate Risk",-0.12964206486016505,1330.9809999999998,4.286117739499505,0.5768853572525192,9.135857781760286
16377,515,843,4513,2080,4101,10370,4246,0.275569396,1.579267117,0.127007388,0.277188239,0.140588036,14795,6007,290,12328.92,3314,14795,1663,-573,1090,"Moderate Risk",-0.47061761278508407,3829,1.0433242506811988,0.3883495145631068,27.71882392700237
6676.684,116.301,0,1390.018,1746.077,4375.699,4715.37,678.84,0.208189874,1.415940637,0.261518592,0.549250415,0.219172643,7966.674,1961.314,64.552,24768.5105,2631.015,7966.674,1281.476,-1008.547,272.929,"Moderate Risk",-0.70871772699323,2747.316,1.9764607364796714,1.256154236851609,54.925041491593596
20921.855,121.565,899.677,7767.378,2113.177,3199.681,12858.816,5616.429,0.37125666,1.627043656,0.101003329,0.385546749,0.254628046,8299.074,8063.039,300.941,22063.0715,121.332,8299.074,1946.366,-253.512,1692.854,"Moderate Risk",-0.7401705485983635,242.89700000000084,0.03536802199163896,0.2438171904989642,38.55467489505455
2595.1,279.8,18.6,1128,408.7,818.3,1889.9,295.8,0.434665331,1.373141436,0.157489114,0.24227262,0.121003079,3377.6,705.2,65.1,2709.128,287,3377.6,227.2,-70.4,156.8,"Moderate Risk",-1.5467952353942145,566.8,0.5109067964665585,0.3564451421594279,24.22726196115585
9603.207,913.963,323.833,1346.558,1117.661,2007.953,7268.196,1418.056,0.140219616,1.321264176,0.116384141,0.112181184,0.062441967,17899.196,2335.011,128.091,3716.5158,2507.264,17899.196,1240.282,-162.549,1077.733,"Moderate Risk",-0.2993099390109939,3421.227,3.3452071671270383,0.6691014259535641,11.218118400401895
