"Total Asset","Cash","Total Debt in Current Liabilities","Total Long-Term Debt","Earnings Before Interest","Gross Profit (Loss)","Total Liabilities","Retained Earnings","Total debt/total asset","Total asset/Total libiilities","EBTI/total asset","Gross Profit/Revenue","EBTI/REV","Sales/Turnover (Net)","Total Stockholders Equity","Total Interest and Related Expense","Market Value - Total - Fiscal","Total Inventories","Total Revenue","Operating Activities - Net Cash Flow","Financing Activities - Net Cash Flow","Net Cash Flow","Rating level","Debt-to-Equity Ratio","Total Current Asset","Working Capital Ratio","Debt Service Coverage Ratio","Gross Profit Margin"
1470.493,0.436,90.33,320.981,153.566,234.56,976.196,247.065,0.218281216,1.506350159,0.104431643,0.537874323,0.352145329,436.087,494.297,22.093,1666.1748,45.539,436.087,96.949,30.344,127.293,"Low Risk",-0.2838799345332867,45.97499999999991,0.19932712192880112,0.37335738650315703,53.78743232428391
109697,1975,4828,42629,7639,7639,82803,10176,0.388606799,1.324794995,0.069637274,0.383946522,0.383946522,19896,26730,1317,48717.4809,2782,19896,4894,15725,20619,"Low Risk",-1.233557800224467,4757,0.12584323166053807,0.16096676991803105,38.39465219139526
23286,1680,566,2821,5024,7495,14845,11095,0.121145753,1.568608959,0.215751954,0.366952264,0.245973072,20425,8441,122,30659.6242,337,20425,4293,-1924,2369,"Moderate Risk",-0.20009477550053312,2017,0.8944567627494456,1.4833185710067907,36.69522643818849
403821,5788,9832,113681,50162,86879,279711,39695,0.281513344,1.44370797,0.124218404,0.530516661,0.306308507,163763,124110,5802,261091.4148,2039,163763,39344,-14462,24882,"Moderate Risk",-0.7575296108291032,7827,0.0753690454409768,0.4061272902447516,53.05166612726928
15634.9,1131.8,12.1,3815.3,1906.9,4530.8,9261.3,3206.1,0.244024586,1.688197121,0.121964323,0.397198187,0.167170748,11406.9,6373.6,194.5,17497.1064,1478,11406.9,1485.2,-433.1,1052.1,"Low Risk",-0.594812978536463,2609.800000000001,0.6862116112747163,0.49822333699116894,39.71981870622167
20435,3316,228,6686,2956,7773,10885,8081,0.327183753,1.877354157,0.14465378,0.686357616,0.261015453,11325,9550,228,44928.75,2030,11325,1812,2361,4173,"Low Risk",-0.6523560209424084,5346,0.8278104676370394,0.4275383280300839,68.63576158940397
16721.804,3919.3,98.472,7336.93,2655.248,9686.472,13166.81,7648.02,0.438764263,1.269996605,0.158789566,0.192318136,0.052718095,50366.919,3479.608,184.188,28393.9518,2639.174,50366.919,1933.142,-2404.731,-471.589,"Moderate Risk",-2.051951254279218,6558.474,0.9060595502522775,0.35710886916403445,19.23181364339558
35629,1407,99,8244,2918,3548,18028,10605,0.231384546,1.976314622,0.081899576,0.381505376,0.313763441,9300,17601,551,15539.904,1673,9300,3056,-1635,1421,"Moderate Risk",-0.4571331174365093,3080,0.37814610190300796,0.34975428502936595,38.15053763440861
5170,229.6,105.1,1771.9,66.7,314.4,3725.2,183.4,0.342727273,1.387844948,0.012901354,0.100299879,0.021278632,3134.6,1444.8,130.1,1735.1753,1037,3134.6,-43.7,323.5,279.8,"High Risk",-1.0809108527131785,1266.6,0.7598992080633548,0.03553542887586574,10.029987877241114
3891.213,543.789,183.071,850.252,492.819,1059.115,1753.696,1755.876,0.218505643,2.218864045,0.126649197,0.566969856,0.263817921,1868.027,2137.517,54.941,7102.364,316.171,1868.027,408.48,-118.692,289.788,"Moderate Risk",-0.22648240926270993,859.96,1.288945578486198,0.4769263821670476,56.696985643141126
9446,900,12,2433,898,2659,4695,2455,0.257569342,2.011927583,0.095066695,0.521168169,0.176009408,5102,4750,170,3175.7,151,5102,782,-59,723,"Moderate Risk",-0.5071578947368421,1051,0.43411813300289137,0.36728016359918203,52.11681693453548
4346,347,117,1294,763,1493,3686,-1765,0.297745053,1.179055887,0.175563737,0.17362484,0.088731248,8599,620,74,3388.1229,730,8599,489,-91,398,"Moderate Risk",-1.7096774193548387,1077,0.9150382327952421,0.5407512402551382,17.36248400976858
20398,3295,465,6468,2090,2491,12271,6249,0.317089911,1.662293212,0.102461026,0.103770048,0.087065195,24005,8127,299,10222.905,2640,24005,1304,2366,3670,"Moderate Risk",-0.6814322628276117,5935,0.988672330501416,0.30145680080773113,10.377004790668611
16431,1154,631,2978,5739,8876,5958,32581,0.181242773,2.757804632,0.349278802,0.663874346,0.429244577,13370,10473,80,72676.9525,1790,13370,4614,-3810,804,"Low Risk",-0.16384989974219422,2944,1.254367277375373,1.5901911886949294,66.38743455497382
15358,1298,427,3253,1607,2911,9784,3941,0.211811434,1.569705642,0.10463602,0.211125616,0.116550624,13788,5574,174,13125.1367,4494,13788,1012,-168,844,"Moderate Risk",-0.43039110154287763,5792,2.049539985845718,0.43668478260869564,21.112561647809688
45907.5,786.2,1255.5,15372.4,4591.2,9294.7,24368.2,11290.6,0.33485596,1.883910178,0.100009802,0.508626964,0.251240827,18274.1,21539.3,469.6,55515.5128,2213.3,18274.1,3156.3,2860.6,6016.9,"Moderate Risk",-0.5971131838082018,2999.5,0.21247582684583727,0.27611424172625526,50.862696384500474
2487.672,137.385,29.161,1624.486,428.618,720.412,2188.286,-1304.988,0.653014545,1.136813013,0.17229683,0.546015683,0.324858761,1319.398,-186.49,82.377,5447.306,24.156,1319.398,463.235,-292.746,170.489,"Moderate Risk",8.398112499329722,161.54100000000017,0.10125899111466326,0.2591955840635879,54.60156829099332
2758.3,148.8,24.2,635,387,832.8,1452.3,1206.6,0.230214262,1.899263238,0.14030381,0.311933478,0.144954678,2669.8,1306,34.6,3074.765,545.8,2669.8,402,-169.4,232.6,"Moderate Risk",-0.4491577335375191,694.5999999999999,1.1371971185330714,0.5870752427184466,31.193347816315825
21436.087,76.163,264.475,1133.165,865.38,865.38,16869.226,4468.372,0.052862493,1.270721431,0.040370241,0.219939415,0.219939415,3934.629,4566.861,83.345,8705.9666,0,3934.629,1398.708,-319.791,1078.917,"Low Risk",-0.13230422384215326,76.16300000000047,0.08767569558760947,0.6191723190521164,21.9939414872406
1387.518,273.555,22.484,331.423,398.388,938.587,837.483,441.608,0.238860325,1.65677154,0.287122762,0.392178959,0.166462343,2393.262,550.035,19.885,5191.4848,307.034,2393.262,361.942,-170.436,191.506,"Moderate Risk",-0.5207941312825548,580.5889999999999,1.8792997970473133,1.1256855614610617,39.21789590943239
6366.177,425.354,50.727,3313.276,952.051,1337.865,4242.164,2446.064,0.520449871,1.500690921,0.149548308,0.320825011,0.228305377,4170.077,2099.92,105.563,8994.6025,17.105,4170.077,717.909,1822.19,2540.099,"Moderate Risk",-1.5294973141833974,442.45899999999983,0.13561757999649962,0.2830113409530253,32.08250111448781
9401.051,577.658,19.924,3391.627,460.266,1041.597,5855.368,-389.887,0.360771046,1.605544007,0.048958994,0.534719933,0.236284671,1947.93,3545.683,152.719,3019.4671,0,1947.93,284.163,-358.735,-74.572,"Moderate Risk",-0.9453126520334728,577.6579999999994,0.17132529169977292,0.1349140024581195,53.471993346783506
9125.3,563.4,119.1,2937.5,1007.8,1415.2,4814.2,3383.8,0.321907225,1.895496656,0.110440205,0.308436676,0.21964562,4588.3,4311.1,181.9,4222.296,665.8,4588.3,1090.2,-290.1,800.1,"Moderate Risk",-0.626127902391501,1229.1999999999998,0.43613397672438253,0.3297127527317935,30.843667589303227
22373,349,79,6200,3567,5394,12749,8303,0.277119743,1.754882736,0.159433245,0.146254169,0.096716466,36881,9624,249,26955.87,2732,36881,2716,-2377,339,"Moderate Risk",-0.6278054862842892,3081,0.5033491259598105,0.5680840898232202,14.625416881321005
40140,2179,965,10740,6953,12374,31481,2598,0.267563528,1.275054795,0.173218734,0.338494365,0.190201335,36556,8659,614,22928.9954,873,36556,5542,-3213,2329,"Moderate Risk",-1.017438503291373,3052,0.31222506393861893,0.5940196497223409,33.849436481015424
3869,427,0,1083,543,834,1983,-1167,0.279917291,1.951084216,0.140346343,0.276433543,0.179980113,3017,1886,146,4221.303,236,3017,373,-1129,-756,"Moderate Risk",-0.5742311770943797,663,0.6121883656509696,0.5013850415512465,27.643354325488893
24699,9,1239,6595,2226,2226,17454,1545,0.267014859,1.415091097,0.090125106,0.366359447,0.366359447,6076,7245,382,12726.796,527,6076,2123,-265,1858,"Moderate Risk",-0.5682539682539682,536,0.10007468259895444,0.28414603012509576,36.63594470046083
55718,1277,758,14249,9310,9310,35786,31315,0.255734233,1.556977589,0.167091425,0.466877288,0.466877288,19941,19932,698,84584.6323,717,19941,7525,-4246,3279,"Low Risk",-0.6388219947822597,1994,0.14780223852938995,0.6203771573265809,46.687728799959885
2479.303,0.893,3.693,816.142,61.33,94.667,1285.233,681.554,0.329182032,1.929068893,0.024736791,0.157207931,0.101847131,602.177,1194.07,55.122,1383.6438,3.34,602.177,240.13,-129.101,111.029,"High Risk",-0.6773103754386259,4.233000000000175,0.0052101731924098305,0.07480773570291582,15.72079305586231
7679.584,2.112,0,3401.478,235.541,285.302,3673.132,-1591.434,0.442924773,2.090745446,0.030671062,0.281355982,0.232283228,1014.025,3096.97,137.784,9749.6083,0,1014.025,536.929,-429.282,107.647,"Moderate Risk",-1.098324491357682,2.11200000000008,0.0006209065588547332,0.06924666277424107,28.13559823475753
122810,10430,7193,25777,14985,43386,82621,38264,0.209893331,1.486425969,0.122017751,0.234721922,0.081070115,184840,38177,1067,152358.08,0,184840,9795,-1011,8784,"Low Risk",-0.2983733661628729,10430,0.5612354713732243,0.45450409463148317,23.472192166197793
40377,3476,3681,12394,7699,7699,39948,396,0.306956931,1.010738961,0.190677861,0.126407907,0.126407907,60906,429,395,99740.1246,342,60906,6473,-3140,3333,"Low Risk",-11.72960372960373,3818,0.43819579938023645,0.4789424572317263,12.640790726693593
7087.4,115.1,49.3,8024.9,987.8,1777.1,9023.1,-2552.3,1.132276999,0.785472842,0.139374101,0.61632101,0.342581674,2883.4,-1935.7,661.4,1232,242.3,2883.4,419,-196,223,"High Risk",4.0947977475848525,357.39999999999964,0.04481167561061233,0.1223402937752347,61.63210099188458
10317.802,33.747,105.895,4030.23,1697.019,1697.019,5710.889,4532.254,0.390609357,1.806689291,0.164474856,0.173782131,0.173782131,9765.21,4597.594,127.119,10279.5005,125.365,9765.21,1288.474,-125.948,1162.526,"Moderate Risk",-0.8305300555029435,159.11199999999917,0.04054495857259871,0.4102920003626583,17.378213064542393
9739.287,1227.862,279.718,2039.18,1969.46,6127.52,4798.366,1503.995,0.209376723,2.029709072,0.202218088,0.509819325,0.163862177,12019.003,4940.921,94.73,22087.5936,1569.325,12019.003,1477.919,-1076.879,401.04,"Low Risk",-0.29948748421599936,2797.187,1.5897967674209503,0.8493085939959412,50.981932528014184
4314.55,174.72,221.446,1556.952,680.595,1649.379,3201.127,2240.918,0.360860808,1.347822189,0.157744145,0.393594686,0.162411778,4190.552,1113.423,90.56,7910.5308,473.294,4190.552,482.712,-356.166,126.546,"Moderate Risk",-1.0005721096115314,648.0140000000001,0.48521983428004073,0.3827011726283993,39.35946863324927
3077.801,471.781,0.003,357.023,361.159,714.304,1418.184,-402.069,0.115999377,2.170240956,0.117343194,0.307434996,0.155442103,2323.431,1659.617,25.623,2364.8112,381.245,2323.431,295.967,-142.002,153.965,"Moderate Risk",-0.2151201150626922,853.0260000000003,2.3892947173827803,1.0115761877286247,30.74349959176752
8471.475,258.986,0.138,1982.751,971.571,1285.757,3898.999,1632.142,0.234050269,2.172730744,0.114687348,0.357883711,0.270431688,3592.667,4572.476,141.544,16562.2259,345.616,3592.667,644.588,-304.585,340.003,"Moderate Risk",-0.433567065196187,604.6019999999999,0.3049521010908331,0.4899775025228341,35.7883711460038
664.948,4.854,3.701,127.106,60.287,254.681,388.133,90.914,0.191151789,1.71319625,0.090664232,0.208428949,0.049338412,1221.908,276.815,11.181,457.1876,283.421,1221.908,58.183,-58.076,0.107,"Moderate Risk",-0.4324332135180536,288.275,2.336007455127426,0.4608851208268671,20.84289488242978
72688,9807,323,18705,8255,31592,42407,24691,0.25733271,1.714056642,0.113567576,0.269209466,0.070344522,117351,30281,596,87407.8808,8956,117351,7847,2606,10453,"Moderate Risk",-0.5963805686734256,18763,1.0207267979545207,0.43383434937986126,26.920946562023328
6058.705,5.573,331.385,1444.3,448.058,448.058,4654.562,788.546,0.238384275,1.301670275,0.073952767,0.190698765,0.190698765,2349.559,1404.143,52.31,3202.7787,225.546,2349.559,227.766,436.539,664.305,"Low Risk",-0.5565886095646954,231.1189999999997,0.207669947839682,0.2523296643267246,19.06987651725281
4432.67,648.885,6.128,485.719,396.428,1300.945,1967.095,5825.428,0.109577072,2.253409215,0.089433231,0.524175125,0.159728272,2481.89,2452.941,35.79,2854.6332,34.818,2481.89,261.256,-43.077,218.179,"Moderate Risk",-0.19301850309485635,683.703,1.4255959765717037,0.8059986133899363,52.41751246026214
5309.755,8.507,123.287,1730.264,451.086,451.086,3661.279,573.446,0.325865129,1.450245939,0.084954202,0.312714951,0.312714951,1442.483,1648.476,87.13,2566.8781,53.314,1442.483,358.267,72.222,430.489,"Moderate Risk",-0.9000373678476361,61.82099999999991,0.038470370142198625,0.2433631445803218,31.271495054014505
1584.909,60.082,86.272,1022.794,244.128,352.12,2275.026,-936.439,0.64533295,0.696655335,0.154032818,0.238247314,0.165179031,1477.96,-690.117,121.819,328.1496,125.515,1477.96,151.934,40.122,192.056,"High Risk",1.2320374661108189,185.59699999999998,0.1981768714456254,0.22012035352269385,23.824731386505725
37946,1560,1756,12020,3954,15551,23156,6908,0.316765931,1.638711349,0.104200706,0.323985916,0.082376716,47999,14790,617,14497.7189,4559,47999,3760,-2275,1485,"Moderate Risk",-0.5752535496957404,6119,0.5961613406079501,0.28702090592334495,32.39859163732578
19243,676,282,6840,1511,1951,10063,-38,0.355453931,1.912252807,0.07852206,0.306520031,0.237391987,6365,9180,431,22523.2075,358,6365,735,-3630,-2895,"Moderate Risk",-0.6836601307189543,1034,0.15767002134797195,0.2121595057568099,30.65200314218382
19153,1085,594,3876,2182,4266,13425,4914,0.202370386,1.426666667,0.113924712,0.205907906,0.105319046,20718,5728,161,13450.98,2623,20718,1203,-278,925,"Moderate Risk",-0.4692737430167598,3708,1.129798903107861,0.48814317673378077,20.59079061685491
46835,170,878,22624,3547,4194,32789,-9988,0.483057542,1.42837537,0.07573396,0.55927457,0.4729964,7499,14046,1217,23355,138,7499,3664,-3178,486,"Moderate Risk",-1.4856898761213158,308,0.014163524326312885,0.1509233256744107,55.9274569942659
30123.2,37.5,1017.4,9158.2,2433.8,2433.8,21163,4616.8,0.304024805,1.423389879,0.080794869,0.325709621,0.325709621,7472.3,8960.2,413.6,18510.8198,587.6,7472.3,2103.5,-845.7,1257.8,"Low Risk",-0.795004575790719,625.0999999999985,0.07678606525157214,0.2391799992138056,32.570962086639994
2431.7,369.8,40.4,780.3,253.7,1011.7,1457.6,934,0.320886623,1.66829034,0.104330304,0.405556001,0.101699671,2494.6,974.1,34.8,2131.8938,348.7,2494.6,296.3,-79.5,216.8,"Moderate Risk",-0.7180987578277384,718.5,0.9710771725908907,0.3091263555501401,40.55560009620781
18145,2223,1011,5305,1722,4890,13090,691,0.292367043,1.386172651,0.094902177,0.453996843,0.159873735,10771,5055,309,8855.4938,841,10771,838,584,1422,"Moderate Risk",-0.649455984174085,3064,0.7135537959944108,0.272640911969601,45.39968433757311
1770,136.7,16.8,980.3,269.5,269.5,2186.2,-2643,0.553841808,0.809624005,0.152259887,0.057370942,0.057370942,4697.5,-416.2,103.4,431.2414,0,4697.5,103.1,-72.5,30.6,"High Risk",2.27462758289284,136.70000000000005,0.14187856772184748,0.2702838230869522,5.737094199042043
320.494,4.209,0.044,84.609,29.31,38.439,206.433,35.548,0.263995582,1.552532783,0.09145257,0.807813551,0.615963349,47.584,114.061,5.265,490.9464,0.746,47.584,19.365,-5.509,13.856,"Low Risk",-0.7410157722622105,4.954999999999984,0.05859398096139046,0.34623699101036,80.78135507733691
35792.8,497.3,166,5264.9,879,879,33975.6,-811,0.147093829,1.053485442,0.024558012,0.168539326,0.168539326,5215.4,1817.2,375.7,3152.3873,740.6,5215.4,913.3,148.7,1062,"High Risk",-2.714560862865947,1237.9000000000015,0.2427778540469516,0.16185162680218748,16.853932584269664
4513.8,321.9,20,826.2,517.6,1130,2537.3,2002,0.183038681,1.778977653,0.114670566,0.17995923,0.082430883,6279.2,1976.5,60.6,4139.8,979.8,6279.2,577.7,-215.8,361.9,"Moderate Risk",-0.39777384265115107,1301.6999999999998,1.6146117588687667,0.6116757267785393,17.995923047521977
6544.7,149.8,5,280.9,35.5,270.9,2807.5,2792.6,0.042920226,2.331148709,0.005424236,0.199778761,0.026179941,1356,3737.2,16.1,3815.7322,0,1356,-155.3,-942.4,-1097.7,"Moderate Risk",-0.07248742373969817,149.80000000000018,0.5429503443276557,0.12416928996152501,19.97787610619469
19129.356,912.932,1844.578,863.391,416.067,416.067,16390.948,837.916,0.045134347,1.167068311,0.021750183,0.158358739,0.158358739,2627.37,2738.408,49.766,3328.718,1153.633,2627.37,-349.175,5718.204,5369.029,"Moderate Risk",1.0319006517655513,2066.5649999999987,-2.106188728550214,0.1536454073144855,15.835873896710401
14653,834,59,4502,-937,-662,8527,12,0.307240838,1.71842383,-0.06394595,-0.226867718,-0.32111035,2918,6126,397,11423.02,0,2918,625,-38,587,"Moderate Risk",-0.7156382631407118,834,0.18771100607697502,-0.20543740407805305,-22.686771761480465
45564,3184,42,15281,2984,4765,30067,1313,0.335374418,1.515415572,0.065490299,0.5641056,0.353261513,8447,15497,1210,38435.176,313,8447,3000,2008,5008,"Moderate Risk",-0.9806414144673162,3497,0.22947699980313668,0.19473993343340076,56.41055996211672
814949,43381,189628,138648,13819,13819,737772,51036,0.170130892,1.104608199,0.016956889,0.364146618,0.364146618,37949,77177,3235,78267.3645,341053,37949,2447,7424,9871,"Moderate Risk",3.1176127602783215,384434,-7.540878775990585,0.04209567559005227,36.41466178291918
193694,6510,12904,40783,27170,58418,121697,3819,0.21055376,1.591608667,0.140272801,0.684692921,0.318448195,85320,71997,1243,399535.36,2251,85320,33325,-8393,24932,"Low Risk",-0.20799477756017612,8761,0.31425086983033823,0.5060815467431594,68.46929207688702
1613.004,109.917,2.824,984.062,-58.204,11.859,1115.546,4.093,0.610080322,1.445932306,-0.036084225,0.01614537,-0.079241512,734.514,497.458,80.11,650.3826,99.601,734.514,-79.591,125.075,45.484,"High Risk",-1.9668273502486644,209.51800000000003,0.21352413991304864,-0.05897743001724617,1.614536959132161
2478.426,274.305,21.166,965.355,224.772,452.082,1544.037,-303.985,0.389503257,1.605159721,0.090691431,0.849632864,0.422431501,532.091,934.389,73.153,1194.8928,37.258,532.091,246.222,-127.918,118.304,"High Risk",-0.9878359013216123,311.5630000000001,0.329979485039542,0.22784309710589026,84.96328635515353
9890.24,759.984,2140.592,4666.975,1432.247,2786.303,7970.082,772.292,0.47187682,1.240920733,0.14481418,0.464658137,0.238848834,5996.458,1920.158,203.308,10264.8063,499.917,5996.458,1174.339,-734.39,439.949,"Low Risk",-0.20091627876456009,1259.9009999999998,0.49869754506739467,0.21039043758217876,46.46581365199256
9736.789,633.715,637.329,3138.122,559.986,1095.368,5501.587,3973.961,0.322295369,1.769814601,0.057512389,0.202828648,0.103692278,5400.46,4235.202,164.001,4439.3255,7602.568,5400.46,148.771,-442.26,-293.489,"Moderate Risk",-0.43999412542778354,8236.283,3.293468511788061,0.14832294208029717,20.282864792999113
7527,6,150,2200,654,654,5183,1143,0.292281121,1.452247733,0.086887206,0.340093604,0.340093604,1923,2344,123,3854.0735,82,1923,553,34,587,"Moderate Risk",-0.810580204778157,88,0.042926829268292686,0.2782978723404255,34.009360374414975
2643.943,396.619,0,596.455,705.673,1148.993,1339.502,5695.376,0.225592987,1.973825347,0.266901745,0.196927973,0.120946563,5834.585,1304.441,25.951,6163.617,1823.902,5834.585,384.465,-403.734,-19.269,"Moderate Risk",-0.4572495038104445,2220.521,3.722864256314391,1.1831118860601386,19.692797345483868
12707.114,1011.315,0,1902.068,1802.094,5265.988,5282.279,7940.915,0.149685287,2.405612047,0.141817725,0.899487738,0.307817157,5854.43,7424.835,70.442,50814.2537,0,5854.43,2199.728,-1090.706,1109.022,"Low Risk",-0.2561764672211571,1011.3150000000005,0.5316923474870512,0.9474393134209713,89.94877383451507
4681.9,40.5,37.1,2979.3,821.4,956.7,3614.9,-1449.6,0.636344219,1.295167225,0.175441594,0.262397148,0.225287987,3646,928.7,174.1,3667.4732,0,3646,605.5,-381.6,223.9,"Moderate Risk",-3.128136104231722,40.5,0.013765209707021955,0.27231136454051186,26.239714755896877
